275023883	1912565419
275023883	35227730
275023883	66662429
275023883	627945776
275023883	34792486
275023883	2225747204
275023883	127632704
275023883	331658004
275023883	435603158
2737442363	331658004
2351587564	331658004
34792486	127632704
34792486	331658004
34792486	550612446
34792486	35227730
34792486	49408574
3028072109	127632704
3028072109	331658004
3028072109	435603158
3028072109	2225747204
3028072109	34792486
3028072109	66662429
3028072109	275023883
3028072109	35227730
3028072109	2253289699
3028072109	2649300462
3028072109	2301712239
35227730	2649300462
35227730	627945776
35227730	275023883
35227730	66662429
35227730	2225747204
35227730	2301712239
35227730	435603158
35227730	49408574
35227730	34792486
35227730	331658004
35227730	550612446
49408574	2301712239
49408574	627945776
49408574	66662429
49408574	35227730
49408574	34792486
49408574	435603158
49408574	909572196
49408574	331658004
127632704	34792486
127632704	331658004
2301712239	49408574
2301712239	35227730
2301712239	34792486
2301712239	331658004
137777900	199766003
921252660	331658004
15486485	550612446
2315411725	331658004
2971201923	2528512406
2971201923	2737442363
2971201923	127632704
66662429	435603158
66662429	49408574
401896102	331658004
2225747204	35227730
2225747204	435603158
2225747204	34792486
2225747204	275023883
817165422	331658004
435603158	66662429
435603158	2225747204
435603158	627945776
435603158	2301712239
435603158	275023883
435603158	35227730
435603158	34792486
435603158	27045771
435603158	331658004
435603158	49408574
435603158	550612446
435603158	199766003
331658004	1912565419
331658004	34792486
331658004	275023883
331658004	49408574
331658004	435603158
331658004	35227730
331658004	550612446
331658004	199766003
2528512406	2351587564
550612446	2971201923
550612446	627945776
550612446	127632704
550612446	35227730
550612446	34792486
550612446	331658004
550612446	15486485
550612446	199766003
627945776	275023883
627945776	35227730
627945776	331658004
627945776	49408574
627945776	435603158
627945776	34792486
4880191	199766003
406687327	2315411725
122016257	2971201923
3019929310	127632704
3019929310	627945776
3019929310	435603158
3019929310	331658004
3019929310	275023883
60087571	199766003
2253289699	331658004
2997326446	34792486
199766003	137777900
199766003	60087571
199766003	331658004
2649300462	127632704
2649300462	35227730
2649300462	34792486
3012004686	199766003
1912565419	331658004
986041237	199766003
2308867254	15486485
999041245	331658004
429847067	331658004
909572196	2971201923
909572196	35227730
909572196	34792486
909572196	2225747204
