367406310	21575717
2660410752	36080516
2660410752	2990790946
2660410752	21575717
531694544	2914427715
531694544	2728197467
531694544	21575717
2659115942	21575717
1571218195	21575717
1571218195	22323324
1571218195	46818339
2990790946	881581807
2990790946	2660410752
2990790946	21575717
2728197467	2530776391
2728197467	572111302
2728197467	22323324
2728197467	531694544
2728197467	46818339
2728197467	165335229
2728197467	127632704
2728197467	36080516
2728197467	21575717
46818339	36080516
46818339	1571218195
46818339	127632704
46818339	274367522
46818339	165335229
46818339	21575717
36080516	165335229
36080516	2693500115
36080516	46818339
36080516	21575717
36080516	576625715
631906810	165335229
631906810	21575717
127632704	165335229
127632704	21575717
1333122608	21575717
2296730443	165335229
165335229	46818339
165335229	2296730443
165335229	576625715
165335229	2285367096
165335229	21575717
165335229	36080516
21575717	2914427715
21575717	881581807
21575717	2892503199
21575717	60520410
21575717	34093672
21575717	1121781422
21575717	2659115942
21575717	1341530864
21575717	2660410752
21575717	337500628
21575717	22323324
21575717	77558360
21575717	1451938003
21575717	76979167
21575717	2693500115
21575717	367406310
21575717	631906810
21575717	2728197467
21575717	1333122608
21575717	572111302
21575717	1048468734
21575717	106553407
21575717	2530776391
21575717	1571218195
21575717	2285367096
21575717	531694544
21575717	127632704
21575717	2167955629
21575717	2262560586
21575717	274367522
21575717	421191913
21575717	239467085
21575717	46818339
21575717	165335229
21575717	36080516
21575717	576625715
2225488124	21575717
2262560586	1048468734
2262560586	21575717
2285367096	165335229
2285367096	21575717
2285367096	274367522
34093672	21575717
34093672	134971995
22323324	2728197467
22323324	21575717
22323324	1571218195
2530776391	21575717
2530776391	165335229
576625715	21575717
576625715	36080516
1048468734	2262560586
1048468734	21575717
1048468734	274367522
1341530864	21575717
106553407	21575717
1121781422	1451938003
2449755451	21575717
2449755451	2914427715
2167955629	21575717
2235943586	1451938003
421191913	165335229
421191913	21575717
2873883146	21575717
239467085	21575717
134971995	34093672
713354640	21575717
577475868	1451938003
577475868	36080516
577475868	127632704
2565423540	21575717
2977789042	21575717
841674452	21575717
22657288	2693500115
22657288	576625715
22657288	21575717
2367260539	21575717
611333181	21575717
149466970	21575717
1451938003	577475868
1451938003	2235943586
1451938003	1121781422
1451938003	21575717
844257067	21575717
844257067	76979167
2693500115	21575717
2693500115	36080516
2892503199	21575717
2892503199	149466970
2732831783	21575717
572111302	21575717
881581807	36080516
881581807	2990790946
881581807	165335229
881581807	21575717
76979167	844257067
76979167	21575717
77558360	21575717
18898635	127632704
320966346	21575717
60520410	21575717
