557074171	15438913
855556087	15438913
2218836026	111412750
801698222	437425798
801698222	15438913
69160166	15438913
2308935212	2951650024
2308935212	15438913
319820407	15438913
2766367745	15438913
587783109	15438913
598925796	15438913
2233488978	2951650024
2233488978	15438913
353043017	459310999
353043017	210954755
353043017	15438913
926128567	15438913
161310396	15438913
282371758	15438913
25202268	15438913
459310999	353043017
431023014	459310999
17836555	15438913
181409722	15438913
1409552341	15438913
2353606040	15438913
35257944	15438913
2393185350	15438913
78012317	15438913
2710331262	382281165
2710331262	15438913
1499458074	15438913
18523388	15438913
111412750	1486117886
111412750	2218836026
111412750	15438913
611412359	15438913
210954755	15438913
210954755	353043017
382281165	282371758
48654466	15438913
16000199	15438913
1486117886	111412750
1486117886	15438913
529519736	15438913
132243158	15438913
883593984	15438913
863108198	15438913
863108198	598925796
224273373	15438913
503586128	15438913
2316336204	2285836957
1470939944	15438913
2846069615	15438913
437425798	801698222
437425798	15438913
2271644837	15438913
130838609	15438913
759939776	15438913
