497031544	211345057
497031544	890674015
497031544	17801749
497031544	243318995
497031544	60741791
427416223	66337371
2723802684	243318995
17801749	2260255682
17801749	244082347
17801749	2269391174
17801749	60741791
17801749	211345057
17801749	567575673
17801749	240639336
17801749	283509517
17801749	243318995
17801749	497031544
17801749	890674015
432248565	243318995
261109532	243318995
261109532	44654872
2406844921	243318995
21519788	39609732
24195377	60741791
24195377	243318995
24195377	275482057
39609732	21519788
211345057	60741791
211345057	273160040
211345057	261109532
211345057	497031544
211345057	890674015
211345057	17801749
211345057	243318995
243318995	24195377
243318995	1015241814
243318995	22781017
243318995	60741791
567575673	17801749
567575673	890674015
137777900	243318995
1946971338	261109532
1946971338	243318995
138681055	243318995
2260255682	17801749
2260255682	890674015
775378315	391202845
775378315	2838971849
1919761124	890674015
22781017	2484927696
22781017	243318995
375178685	243318995
2268785065	1015241814
273160040	211345057
273160040	243318995
229022520	243318995
2270390707	243318995
60741791	243318995
18919170	243318995
2331951200	283509517
2939483921	243318995
47694125	243318995
2269391174	261109532
2269391174	17801749
2269391174	890674015
2269391174	243318995
624019090	1015241814
624019090	243318995
624019090	60741791
451792419	243318995
59427461	243318995
2484927696	22781017
34538776	243318995
493235792	1015241814
493235792	243318995
2838971849	775378315
2838971849	2270390707
44654872	261109532
2218215404	243318995
303578203	243318995
827801822	244082347
827801822	243318995
378150216	17801749
417043650	243318995
588539018	243318995
1279976640	624019090
1279976640	243318995
1732090440	243318995
58819354	39609732
66337371	427416223
890674015	1919761124
890674015	2260255682
890674015	244082347
890674015	211345057
890674015	497031544
890674015	2269391174
890674015	567575673
890674015	17801749
3036562659	60741791
391202845	243318995
391202845	39513424
615276389	243318995
39513424	391202845
244082347	17801749
244082347	890674015
147684044	243318995
275482057	24195377
937790570	60741791
3067555072	243318995
240639336	60741791
240639336	243318995
1061585527	243318995
1061585527	60741791
1098941318	243318995
2342196577	1015241814
1015241814	2342196577
1015241814	243318995
984212630	243318995
15452937	243318995
